record_id,split,stance_code,stance_category,annotator_1_labels,annotator_2_labels,adjudicated_gold_labels
ATTR-TEST-0214,test,3,Delayed vaccination,"[""A1a"",""C1b""]","[""B6a"",""C1b""]","[""B6a"",""C1b""]"
ATTR-TEST-0215,test,3,Delayed vaccination,"[""B3b"",""C1c""]","[""A1a"",""B3b""]","[""A1a"",""B3b""]"
ATTR-TEST-0216,test,3,Delayed vaccination,"[""A3d""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0217,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0218,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0219,test,3,Delayed vaccination,"[""A1a"",""A1c""]","[""A1a"",""B6a""]","[""A1a"",""B6a""]"
ATTR-TEST-0220,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0221,test,3,Delayed vaccination,"[""A2a"",""B6a""]","[""A2c"",""B6a""]","[""A2a"",""B6a""]"
ATTR-TEST-0222,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0223,test,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""A2a""]"
ATTR-TEST-0224,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0225,test,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0226,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0227,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0228,test,3,Delayed vaccination,"[""A1c"",""B6a"",""C2a""]","[""A1c"",""B6a"",""C2a""]","[""A1c"",""B6a"",""C2a""]"
ATTR-TEST-0229,test,3,Delayed vaccination,"[""A2a"",""A2e""]","[""A2a"",""A2b""]","[""A2a""]"
ATTR-TEST-0230,test,3,Delayed vaccination,"[""A1c""]","[""B1b""]","[""A1c""]"
ATTR-TEST-0231,test,3,Delayed vaccination,"[""A1a"",""A2b"",""B6a""]","[""A1a"",""A2b"",""B6a""]","[""A1a"",""A2b"",""B6a""]"
ATTR-TEST-0232,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0233,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0234,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0235,test,3,Delayed vaccination,"[""A2a""]","[""A2e""]","[""A2a""]"
ATTR-TEST-0236,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0237,test,3,Delayed vaccination,"[""B2c"",""B6a""]","[""B2c"",""B6a""]","[""B2c"",""B6a""]"
ATTR-TEST-0238,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0239,test,3,Delayed vaccination,"[""B4a""]","[""B4a""]","[""B4a""]"
ATTR-TEST-0240,test,3,Delayed vaccination,"[""A1c""]","[""C1b""]","[""A1c""]"
ATTR-TEST-0241,test,3,Delayed vaccination,"[""A1a"",""B6a"",""C2a""]","[""A1a"",""B6a"",""C2a""]","[""A1a"",""B6a"",""C2a""]"
ATTR-TEST-0242,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0243,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0244,test,3,Delayed vaccination,"[""C1d""]","[""B4a""]","[""C1d""]"
ATTR-TEST-0245,test,3,Delayed vaccination,"[""B1b"",""B6a""]","[""B1b"",""B6a""]","[""B1b"",""B6a""]"
ATTR-TEST-0246,test,3,Delayed vaccination,"[""A1c""]","[""C1d""]","[""A1c""]"
ATTR-TEST-0247,test,3,Delayed vaccination,"[""A2a"",""B6a""]","[""B6a"",""C2a""]","[""A2a"",""B6a""]"
ATTR-TEST-0248,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0249,test,3,Delayed vaccination,"[""A2c"",""A3a""]","[""A2c"",""A3a""]","[""A2c"",""A3a""]"
ATTR-TEST-0250,test,3,Delayed vaccination,"[""B5a""]","[""A2e""]","[""A2e""]"
ATTR-TEST-0251,test,3,Delayed vaccination,"[""A2a""]","[""D0""]","[""A2a""]"
ATTR-TEST-0252,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0253,test,3,Delayed vaccination,"[""B7a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0254,test,3,Delayed vaccination,"[""A3d""]","[""B5b""]","[""A3d""]"
ATTR-TEST-0255,test,3,Delayed vaccination,"[""B5a""]","[""B5a""]","[""B5a""]"
ATTR-TEST-0256,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0257,test,3,Delayed vaccination,"[""A1a""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0258,test,3,Delayed vaccination,"[""A2a""]","[""C1c""]","[""A2a""]"
ATTR-TEST-0259,test,3,Delayed vaccination,"[""A1c""]","[""A3d""]","[""A1c""]"
ATTR-TEST-0260,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0261,test,3,Delayed vaccination,"[""A2b""]","[""A2b""]","[""A2b""]"
ATTR-TEST-0262,test,3,Delayed vaccination,"[""B6a""]","[""C2a""]","[""C2a""]"
ATTR-TEST-0263,test,3,Delayed vaccination,"[""A1c""]","[""A1d""]","[""A1c""]"
ATTR-TEST-0264,test,3,Delayed vaccination,"[""A1c""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0265,test,3,Delayed vaccination,"[""A2b"",""B6a""]","[""A2b"",""B6a""]","[""A2b"",""B6a""]"
ATTR-TEST-0266,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0267,test,3,Delayed vaccination,"[""B2a""]","[""C1c""]","[""B2a"",""C1c""]"
ATTR-TEST-0268,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0269,test,3,Delayed vaccination,"[""C3a"",""C3c""]","[""B6a"",""C3a""]","[""B6a"",""C3a""]"
ATTR-TEST-0270,test,3,Delayed vaccination,"[""A2c"",""B6a""]","[""A2c"",""B6a""]","[""A2c"",""B6a""]"
ATTR-TEST-0271,test,3,Delayed vaccination,"[""A1c"",""B6a"",""C2a""]","[""B6a"",""C2a"",""C3f""]","[""A1c"",""B6a"",""C2a""]"
ATTR-TEST-0272,test,3,Delayed vaccination,"[""A3d""]","[""A2c""]","[""A3d""]"
ATTR-TEST-0273,test,3,Delayed vaccination,"[""A2a"",""C3c""]","[""A1b"",""A2d""]","[""A2a"",""C3c""]"
ATTR-TEST-0274,test,3,Delayed vaccination,"[""B1b""]","[""B7a""]","[""B7a""]"
ATTR-TEST-0275,test,3,Delayed vaccination,"[""A1d"",""B2c""]","[""A1d"",""B2c""]","[""A1d"",""B2c""]"
ATTR-TEST-0276,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0277,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0278,test,3,Delayed vaccination,"[""A1a""]","[""A1a""]","[""A1a""]"
ATTR-TEST-0279,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0280,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0281,test,3,Delayed vaccination,"[""A1c""]","[""A2e""]","[""A1c""]"
ATTR-TEST-0282,test,3,Delayed vaccination,"[""A1b""]","[""A1b""]","[""A1b""]"
ATTR-TEST-0283,test,3,Delayed vaccination,"[""A2c"",""A2a""]","[""A2c""]","[""A2a""]"
ATTR-TEST-0284,test,3,Delayed vaccination,"[""A1c"",""A1b""]","[""A1c"",""A1d""]","[""A1c""]"
ATTR-TEST-0285,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0286,test,3,Delayed vaccination,"[""B3a"",""B5a"",""B6a""]","[""A2a"",""B3a"",""B6a""]","[""A2a"",""B3a"",""B6a""]"
ATTR-TEST-0287,test,3,Delayed vaccination,"[""D0""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0288,test,3,Delayed vaccination,"[""C4b""]","[""C4b""]","[""C4b""]"
ATTR-TEST-0289,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0290,test,3,Delayed vaccination,"[""A1c"",""B4a""]","[""A1c"",""B4a""]","[""A1c"",""B4a""]"
ATTR-TEST-0291,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0292,test,3,Delayed vaccination,"[""A1c""]","[""A1c"",""A3d""]","[""A1c""]"
ATTR-TEST-0293,test,3,Delayed vaccination,"[""A1c"",""A3d""]","[""A1a"",""A3d""]","[""A1c"",""A3d""]"
ATTR-TEST-0294,test,3,Delayed vaccination,"[""B7a""]","[""B7a""]","[""B7a""]"
ATTR-TEST-0295,test,3,Delayed vaccination,"[""D0""]","[""D0""]","[""D0""]"
ATTR-TEST-0296,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0297,test,3,Delayed vaccination,"[""C1c""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0298,test,3,Delayed vaccination,"[""A2d"",""A2e""]","[""A3d"",""B6a""]","[""A2d"",""A2e""]"
ATTR-TEST-0299,test,3,Delayed vaccination,"[""B1b"",""B4a"",""B5a""]","[""B1b"",""B4a"",""B5a""]","[""B1b"",""B4a"",""B5a""]"
ATTR-TEST-0300,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0301,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0302,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0303,test,3,Delayed vaccination,"[""C1d""]","[""A1c""]","[""C1d""]"
ATTR-TEST-0304,test,3,Delayed vaccination,"[""A1a"",""B6a"",""C4b""]","[""A1a"",""B6a"",""C4b""]","[""A1a"",""B6a"",""C4b""]"
ATTR-TEST-0305,test,3,Delayed vaccination,"[""A2a""]","[""C3a""]","[""A2a""]"
ATTR-TEST-0306,test,3,Delayed vaccination,"[""A2a""]","[""C4c""]","[""A2a""]"
ATTR-TEST-0307,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0308,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0309,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0310,test,3,Delayed vaccination,"[""D0""]","[""D0""]","[""D0""]"
ATTR-TEST-0311,test,3,Delayed vaccination,"[""A3a"",""A3b""]","[""A3d"",""A3e""]","[""A3d""]"
ATTR-TEST-0312,test,3,Delayed vaccination,"[""B2d"",""C1d""]","[""B2d"",""C1d""]","[""B2d"",""C1d""]"
ATTR-TEST-0313,test,3,Delayed vaccination,"[""A2a"",""B6a""]","[""A2a"",""B6a""]","[""A2a"",""B6a""]"
ATTR-TEST-0314,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0315,test,3,Delayed vaccination,"[""A2a"",""B6a""]","[""A2a"",""B6a""]","[""A2a"",""B6a""]"
ATTR-TEST-0316,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0317,test,3,Delayed vaccination,"[""B1c""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0318,test,3,Delayed vaccination,"[""A2a"",""A2b""]","[""A2c"",""A2d""]","[""A2a""]"
ATTR-TEST-0319,test,3,Delayed vaccination,"[""C3f""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0320,test,3,Delayed vaccination,"[""A1b""]","[""A2c""]","[""A2c""]"
ATTR-TEST-0321,test,3,Delayed vaccination,"[""B6a""]","[""A2c""]","[""B6a""]"
ATTR-TEST-0322,test,3,Delayed vaccination,"[""B6a"",""C4a""]","[""B6a"",""C4a""]","[""B6a"",""C4a""]"
ATTR-TEST-0323,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0324,test,3,Delayed vaccination,"[""A1a"",""A2d"",""B6a""]","[""A1a"",""A2d"",""B6a""]","[""A1a"",""A2d"",""B6a""]"
ATTR-TEST-0325,test,3,Delayed vaccination,"[""B6a""]","[""A2d""]","[""B6a""]"
ATTR-TEST-0326,test,3,Delayed vaccination,"[""B1b""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0327,test,3,Delayed vaccination,"[""A2e""]","[""D0""]","[""D0""]"
ATTR-TEST-0328,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0329,test,3,Delayed vaccination,"[""C1d""]","[""C1b""]","[""C1b""]"
ATTR-TEST-0330,test,3,Delayed vaccination,"[""B5a""]","[""C1b""]","[""B5a""]"
ATTR-TEST-0331,test,3,Delayed vaccination,"[""A1a"",""B6a""]","[""A1a"",""B6a""]","[""A1a"",""B6a""]"
ATTR-TEST-0332,test,3,Delayed vaccination,"[""C1c"",""C3c""]","[""C1c"",""C3c""]","[""C1c"",""C3c""]"
ATTR-TEST-0333,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0334,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0335,test,3,Delayed vaccination,"[""C4c""]","[""C4c""]","[""C4c""]"
ATTR-TEST-0336,test,3,Delayed vaccination,"[""C4a""]","[""C4a""]","[""C4a""]"
ATTR-TEST-0337,test,3,Delayed vaccination,"[""B4a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0338,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0339,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0340,test,3,Delayed vaccination,"[""B1c""]","[""B1c""]","[""B1c""]"
ATTR-TEST-0341,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0342,test,3,Delayed vaccination,"[""C2a""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0343,test,3,Delayed vaccination,"[""B1a""]","[""B5a""]","[""B1a""]"
ATTR-TEST-0344,test,3,Delayed vaccination,"[""A1c"",""C3a""]","[""C3a"",""C3f""]","[""A1c"",""C3a""]"
ATTR-TEST-0345,test,3,Delayed vaccination,"[""A2d""]","[""A2d""]","[""A2d""]"
ATTR-TEST-0346,test,3,Delayed vaccination,"[""B7a""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0347,test,3,Delayed vaccination,"[""A2a""]","[""A2a"",""A2c""]","[""A2a""]"
ATTR-TEST-0348,test,3,Delayed vaccination,"[""C1c""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0349,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0350,test,3,Delayed vaccination,"[""A2a""]","[""A3d""]","[""A2a""]"
ATTR-TEST-0351,test,3,Delayed vaccination,"[""B6a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0352,test,3,Delayed vaccination,"[""B7a""]","[""B1c"",""B2b"",""B7a""]","[""B7a""]"
ATTR-TEST-0353,test,4,Vaccine refusal,"[""B5a""]","[""C3a""]","[""B5a"",""C3a""]"
ATTR-TEST-0354,test,4,Vaccine refusal,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-TEST-0355,test,4,Vaccine refusal,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-TEST-0356,test,4,Vaccine refusal,"[""C3f""]","[""C3a""]","[""C3f""]"
ATTR-TEST-0357,test,4,Vaccine refusal,"[""A1b"",""C3f""]","[""A1b"",""C3f""]","[""A1b"",""C3f""]"
ATTR-TEST-0358,test,4,Vaccine refusal,"[""B1c"",""B3a""]","[""A3b"",""B1a""]","[""A3b"",""B1a""]"
ATTR-TEST-0359,test,4,Vaccine refusal,"[""C4d""]","[""C4d""]","[""C4d""]"
ATTR-TEST-0360,test,4,Vaccine refusal,"[""C4c""]","[""C4c""]","[""C4c""]"
ATTR-TEST-0361,test,4,Vaccine refusal,"[""B2b"",""C1c"",""C3f""]","[""B1a"",""B2b"",""C3f""]","[""B2b"",""C1c"",""C3f""]"
ATTR-TEST-0362,test,4,Vaccine refusal,"[""C3c""]","[""C3c""]","[""C3c""]"
ATTR-TEST-0363,test,4,Vaccine refusal,"[""B5b""]","[""B5b""]","[""B5b""]"
ATTR-TEST-0364,test,4,Vaccine refusal,"[""B1a""]","[""B1a""]","[""B1a""]"
ATTR-TEST-0365,test,4,Vaccine refusal,"[""A2a"",""A2d""]","[""A2e""]","[""A2a""]"
ATTR-TEST-0366,test,4,Vaccine refusal,"[""A2a""]","[""A2c""]","[""A2a""]"
ATTR-TEST-0367,test,4,Vaccine refusal,"[""A2e""]","[""A1b""]","[""A2e""]"
ATTR-TEST-0368,test,4,Vaccine refusal,"[""A2b""]","[""A2a"",""A2e""]","[""A2a""]"
ATTR-TEST-0369,test,4,Vaccine refusal,"[""B5b""]","[""B5b""]","[""B5b""]"
ATTR-TEST-0370,test,4,Vaccine refusal,"[""B1a"",""B3a""]","[""A2e"",""C1b""]","[""B1a"",""B3a""]"
ATTR-TEST-0371,test,4,Vaccine refusal,"[""A2a"",""B1c"",""C1c""]","[""B1c"",""C1c"",""C1d""]","[""A2a"",""B1c"",""C1c""]"
ATTR-TEST-0372,test,4,Vaccine refusal,"[""B2a"",""B4a"",""C2a""]","[""B1c"",""B2a"",""B5a""]","[""B1c"",""B2a"",""B5a""]"
ATTR-TEST-0373,test,4,Vaccine refusal,"[""A2c"",""B2b""]","[""B2b"",""B5a""]","[""A2c"",""B2b""]"
ATTR-TEST-0374,test,4,Vaccine refusal,"[""D0""]","[""C1c""]","[""C1c""]"
ATTR-TEST-0375,test,4,Vaccine refusal,"[""B7a""]","[""A2c""]","[""A2c""]"
ATTR-TEST-0376,test,4,Vaccine refusal,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-TEST-0377,test,4,Vaccine refusal,"[""B1b"",""B1c""]","[""A1c"",""B1b""]","[""A1c"",""B1b""]"
ATTR-TEST-0378,test,4,Vaccine refusal,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-TEST-0379,test,4,Vaccine refusal,"[""C3f"",""C3c""]","[""C3f"",""C3d""]","[""C3f""]"
ATTR-TEST-0380,test,4,Vaccine refusal,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-TEST-0381,test,4,Vaccine refusal,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-TEST-0382,test,4,Vaccine refusal,"[""A3d""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0383,test,4,Vaccine refusal,"[""B6a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0384,test,4,Vaccine refusal,"[""A2e""]","[""A2e""]","[""A2e""]"
ATTR-TEST-0385,test,4,Vaccine refusal,"[""A2e""]","[""A1c""]","[""A2e""]"
ATTR-TEST-0386,test,4,Vaccine refusal,"[""A1b"",""C4c""]","[""A1b"",""C4c""]","[""A1b"",""C4c""]"
ATTR-TEST-0387,test,4,Vaccine refusal,"[""B2c""]","[""B2c""]","[""B2c""]"
ATTR-TEST-0388,test,4,Vaccine refusal,"[""B5a""]","[""A2a""]","[""B5a""]"
ATTR-TEST-0389,test,4,Vaccine refusal,"[""A1c""]","[""A3b""]","[""A1c""]"
ATTR-TEST-0390,test,4,Vaccine refusal,"[""C3c""]","[""A3e""]","[""C3c""]"
ATTR-TEST-0391,test,4,Vaccine refusal,"[""B1c"",""B2a""]","[""A2a"",""B1c""]","[""A2a"",""B1c""]"
ATTR-TEST-0392,test,4,Vaccine refusal,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-TEST-0393,test,4,Vaccine refusal,"[""A2a""]","[""B4b""]","[""A2a""]"
ATTR-TEST-0394,test,4,Vaccine refusal,"[""C3a""]","[""C3a""]","[""C3a""]"
ATTR-TEST-0395,test,4,Vaccine refusal,"[""A2b""]","[""A2b""]","[""A2b""]"
ATTR-TEST-0396,test,4,Vaccine refusal,"[""D0""]","[""D0""]","[""D0""]"
ATTR-TEST-0397,test,4,Vaccine refusal,"[""A1a"",""A1b""]","[""A1c"",""A1d""]","[""A1c""]"
ATTR-TEST-0398,test,4,Vaccine refusal,"[""C3b""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0399,test,4,Vaccine refusal,"[""B4a"",""C4b""]","[""A2a"",""B4a""]","[""A2a"",""B4a""]"
ATTR-TEST-0400,test,4,Vaccine refusal,"[""A2b""]","[""A2b""]","[""A2b""]"
ATTR-TEST-0401,test,4,Vaccine refusal,"[""A2e""]","[""A2e""]","[""A2e""]"
ATTR-TEST-0402,test,4,Vaccine refusal,"[""A1a"",""A2c""]","[""A1a"",""A2c""]","[""A1a"",""A2c""]"
ATTR-TEST-0403,test,4,Vaccine refusal,"[""A1a"",""C2a"",""C4a""]","[""C2a"",""C4a"",""C4d""]","[""A1a"",""C2a"",""C4a""]"
ATTR-TEST-0404,test,4,Vaccine refusal,"[""A1c""]","[""A1a"",""A1b""]","[""A1a""]"
ATTR-TEST-0405,test,4,Vaccine refusal,"[""C4c""]","[""B5b""]","[""B5b""]"
ATTR-TEST-0406,test,4,Vaccine refusal,"[""A1b"",""B2c""]","[""B1a"",""B2c""]","[""A1b"",""B2c""]"
ATTR-TEST-0407,test,4,Vaccine refusal,"[""B5a""]","[""B5a""]","[""B5a""]"
ATTR-TEST-0408,test,4,Vaccine refusal,"[""A2a"",""B1a"",""B2b""]","[""B2b""]","[""A2a"",""B1a"",""B2b""]"
ATTR-TEST-0409,test,4,Vaccine refusal,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-TEST-0410,test,4,Vaccine refusal,"[""A2a"",""A2e""]","[""A2b""]","[""A2a""]"
ATTR-TEST-0411,test,4,Vaccine refusal,"[""B1b"",""B2b""]","[""B2b""]","[""B1b"",""B2b""]"
ATTR-TEST-0412,test,4,Vaccine refusal,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0413,test,4,Vaccine refusal,"[""A1c""]","[""A2d""]","[""A1c""]"
ATTR-TEST-0414,test,4,Vaccine refusal,"[""B1b""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0415,test,4,Vaccine refusal,"[""A2e""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0416,test,4,Vaccine refusal,"[""C4d""]","[""C4d""]","[""C4d""]"
ATTR-TEST-0417,test,4,Vaccine refusal,"[""A3d"",""C1b""]","[""A3d"",""C1b""]","[""A3d"",""C1b""]"
ATTR-TEST-0418,test,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0419,test,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0420,test,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0421,test,4,Vaccine refusal,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0422,test,4,Vaccine refusal,"[""A1c""]","[""A1c"",""A2b"",""A2e""]","[""A1c""]"
ATTR-TEST-0423,test,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0424,test,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0425,test,4,Vaccine refusal,"[""B4a"",""C3d"",""C3f""]","[""B5a"",""C3d"",""C3f""]","[""B5a"",""C3d"",""C3f""]"
ATTR-TEST-0426,test,4,Vaccine refusal,"[""D0""]","[""D0""]","[""D0""]"
ATTR-TEST-0427,test,4,Vaccine refusal,"[""A2e""]","[""A2e""]","[""A2e""]"
ATTR-TEST-0428,test,4,Vaccine refusal,"[""B5b""]","[""B5b""]","[""B5b""]"
ATTR-TEST-0429,test,4,Vaccine refusal,"[""A1c"",""C4d""]","[""C2a"",""C4d""]","[""A1c"",""C4d""]"
ATTR-TEST-0430,test,4,Vaccine refusal,"[""A1a"",""B6a""]","[""A1a"",""B5a""]","[""A1a"",""B6a""]"
ATTR-TEST-0431,test,4,Vaccine refusal,"[""B1b"",""B2b"",""B7a""]","[""A1a"",""A2c"",""B2b""]","[""A1a"",""A2c"",""B2b""]"
ATTR-TEST-0432,test,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0433,test,4,Vaccine refusal,"[""A2a""]","[""B5b""]","[""A2a""]"
ATTR-TEST-0434,test,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0435,test,4,Vaccine refusal,"[""B5b""]","[""B5b""]","[""B5b""]"
ATTR-TEST-0436,test,4,Vaccine refusal,"[""A3c""]","[""A3c""]","[""A3c""]"
ATTR-TEST-0437,test,4,Vaccine refusal,"[""A3d"",""C1c"",""C4c""]","[""A1a"",""B2b"",""C4c""]","[""A1a"",""B2b"",""C4c""]"
ATTR-TEST-0438,test,4,Vaccine refusal,"[""D0""]","[""D0""]","[""D0""]"
ATTR-TEST-0439,test,4,Vaccine refusal,"[""A1a""]","[""A2e""]","[""A2e""]"
ATTR-TEST-0440,test,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0441,test,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0442,test,4,Vaccine refusal,"[""B6a""]","[""D0""]","[""D0""]"
ATTR-TEST-0443,test,4,Vaccine refusal,"[""B1a"",""C2a""]","[""B1c"",""C2a""]","[""B5b""]"
ATTR-TEST-0444,test,4,Vaccine refusal,"[""B5b""]","[""B5b""]","[""B5b""]"
ATTR-TEST-0445,test,4,Vaccine refusal,"[""A1c"",""B2b""]","[""B2b""]","[""A1c"",""B2b""]"
ATTR-TEST-0446,test,4,Vaccine refusal,"[""B5a"",""C3a""]","[""B5a"",""C3a""]","[""B5a"",""C3a""]"
ATTR-TEST-0447,test,4,Vaccine refusal,"[""A1b"",""B1a""]","[""B1a"",""B2b""]","[""A1b"",""B1a""]"
ATTR-TEST-0448,test,4,Vaccine refusal,"[""A2a"",""C2a""]","[""A2a"",""C2a""]","[""A2a"",""C2a""]"
ATTR-TEST-0449,test,4,Vaccine refusal,"[""A1c"",""A2a"",""C4d""]","[""A2a""]","[""A1c"",""A2a"",""C4d""]"
ATTR-TEST-0450,test,4,Vaccine refusal,"[""B5b""]","[""B2a""]","[""B5b""]"
ATTR-TEST-0451,test,4,Vaccine refusal,"[""C3b"",""C3c"",""C3f""]","[""C3b"",""C3c"",""C3f""]","[""C3b"",""C3c"",""C3f""]"
ATTR-TEST-0452,test,4,Vaccine refusal,"[""B1b"",""B2a"",""B7a""]","[""B1b"",""B2a"",""B7a""]","[""B1b"",""B2a"",""B7a""]"
ATTR-TEST-0453,test,4,Vaccine refusal,"[""D0""]","[""D0""]","[""D0""]"
ATTR-TEST-0454,test,3,Delayed vaccination,"[""A1c""]","[""B4b""]","[""A1c""]"
ATTR-TEST-0455,test,3,Delayed vaccination,"[""A2b"",""B6a""]","[""C1a"",""C2b""]","[""A2b"",""B6a""]"
ATTR-TEST-0456,test,3,Delayed vaccination,"[""C3b""]","[""A2a""]","[""A2a""]"
